name,model,display_resolution,OS,processor,Chipset,GPU,memory,storage,ram,primary_camera,secondary_camera,loud_speaker,audio_jack,sensors,battery,colors,price,img_url,,,
Acer,Iconia Tab B1-710,7.0 inches (~53.8% screen-to-body ratio),Android OS,Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317T,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,Yes,No,Yes,Yes,Accelerometer,Non-removable Li-Ion 2640 mAh battery,White,110,http://cdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg,,,
Acer,Iconia Tab B1-A71,7.0 inches (~54.4% screen-to-body ratio),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317,SGX531u,microSD  up to 32 GB (dedicated slot),8/16 GB,512 MB RAM,VGA,No,Yes,Yes,Accelerometer,Non-removable Li-Po 2710 mAh battery (10 Wh),Black,100,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-a71-new.jpg,,,
Acer,Iconia Tab A110,7.0 inches (~56.5% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3 T30L,ULP GeForce,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,No,Yes,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 3420 mAh battery (12.7 Wh),Black/Silver,150,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg,,,
Acer,Liquid Z110,3.5 inches (~53.9% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,No,Yes,Yes,Accelerometer| proximity,Removable Li-Po 1300 mAh battery,Black| White,100,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg,,,
Acer,Liquid Gallant E350,4.3 inches (~60.0% screen-to-body ratio),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Gentle Black| Ceramic White,160,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg,,,
Acer,Liquid Gallant Duo,4.3 inches (~60.0% screen-to-body ratio),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Gentle Black| Ceramic White,140,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg,,,
Acer,Liquid Glow E330,3.7 inches (~56.9% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,Black| White| Pink,120,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-glow.jpg,,,
Acer,CloudMobile S500,4.3 inches (~61.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Krait,Qualcomm MSM8260A Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash| ,HD,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1460 mAh battery,Black,220,http://cdn2.gsmarena.com/vv/bigpic/Acer-CloudMobile.jpg,,,
Acer,Iconia Tab A210,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes with stereo speakers,Yes,Accelerometer| gyro,Non-removable Li-Po 3260 mAh battery,Titanium Gray,260,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,,,
Acer,Iconia Tab A200,10.1 inches (~65.0% screen-to-body ratio),Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes,Yes,Accelerometer| gyro,Non-removable Li-Po 3260 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,,,
Acer,Iconia Tab A701,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Titanium Gray,380,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,,,
Acer,Iconia Tab A700,10.1 inches (~65.3% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Ion 9800 mAh battery,Titanium Gray| Metallic Red,230,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,,,
Acer,Iconia Tab A511,10.1 inches (~65.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Black| Silver,250,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg,,,
Acer,Iconia Tab A510,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 9800 mAh battery (36 Wh),Black| Silver,230,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg,,,
Acer,Allegro,3.6 inches (~53.9% screen-to-body ratio),Microsoft Windows Phone 7.5 Mango,1.0 GHz Scorpion,Qualcomm MSM8255 Snapdragon S2,Adreno 205,No,8 GB,,5 MP| autofocus,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,Black| White,140,http://cdn2.gsmarena.com/vv/bigpic/acer-allego.jpg,,,
Acer,Liquid Express E320,3.5 inches (~48.3% screen-to-body ratio),Android 2.3 (Gingerbread),800MHz ARM 11,Qualcomm MSM7227T-1 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/acer-c6-liquid-express.jpg,,,
Acer,Iconia Tab A501,10.1 inches (~64.3% screen-to-body ratio),Android 3.0 (Honeycomb)| upgradable to 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3260 mAh battery (24.1 Wh),Black,490,http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,,,
Acer,Iconia Smart,4.8 inches (~62.5% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Scorpion,Qualcomm MSM8255-1 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),8 GB,512 MB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Accelerometer| gyro| proximity,Removable Li-Po 1500 mAh battery,Silver,220,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-smart-new.jpg,,,
Acer,Iconia Tab A500,10.1 inches (~64.3% screen-to-body ratio),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity,Non-removable Li-Po 3260 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,,,
Acer,Iconia Tab A101,7.0 inches (~60.4% screen-to-body ratio),Android 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 1530 mAh battery,Black/Red| Black/Blue,260,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,,,
Acer,Iconia Tab A100,7.0 inches (~60.4% screen-to-body ratio),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 1530 mAh battery,Black/Red| Black/Blue,100,http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,,,
Acer,Liquid mini E310,3.2 inches (~48.0% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),600 MHz ARM 11,Qualcomm MSM7227-1 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,512 MB RAM,5 MP,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,blue| pink| silver| black| green| lagoon| cherry| pearl| steel,120,http://cdn2.gsmarena.com/vv/bigpic/acer-liquidmini.jpg,,,
Acer,beTouch E210,2.6 inches (~28.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Accelerometer| compass,Removable Li-Ion 1300 mAh battery,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e210.jpg,,,
Acer,beTouch E140,2.8 inches (~41.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Accelerometer| compass,Removable Li-Ion 1300 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/Acer-beTouch-E140-ofic.jpg,,,
Acer,beTouch T500,3.2 inches (~44.4% screen-to-body ratio),Android-based OPhone 1.5,,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,No,Accelerometer,Removable Li-Ion 1500 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-t500.jpg,,,
Acer,Liquid mt,3.6 inches (~50.9% screen-to-body ratio),Android 2.2 (Froyo),800 MHz Scorpion,Qualcomm MSM7230,Adreno 205,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Silver,70,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-metal-ofic.jpg,,,
Acer,beTouch E130,2.6 inches (~29.1% screen-to-body ratio),Android 1.6 (Donut),416 MHz,ST Ericsson PNX6715,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Accelerometer| compass,Removable Li-Ion 1500 mAh battery,Black| White,90,http://cdn2.gsmarena.com/vv/bigpic/acer-130-ofic.jpg,,,
Acer,beTouch E120,2.8 inches (~43.0% screen-to-body ratio),Android 1.6 (Donut),ST Ericsson PNX6715| 416 MHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Accelerometer| compass,Removable Li-Ion 1500 mAh battery,Black| White,70,http://cdn2.gsmarena.com/vv/bigpic/acer-e120.jpg,,,
Acer,Stream,3.7 inches (~51.8% screen-to-body ratio),Android 2.1 (Eclair),1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  8 GB included,2 GB,512 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1400 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-stream-ofic.jpg,,,
Acer,Liquid E,3.5 inches (~48.5% screen-to-body ratio),Android 2.1 (Eclair)| upgradeable to Android 2.2 (Froyo),768 MHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black| White| Red| Ferrari edition,90,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e-new.jpg,,,
Acer,neoTouch P400,3.2 inches (~44.7% screen-to-body ratio),Microsoft Windows Mobile 6.5.3 Professional,600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Accelerometer| compass,Removable Li-Po 1090 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/acer-neotouch-p400.jpg,,,
Acer,beTouch E400,3.2 inches (~44.7% screen-to-body ratio),Android 2.1 (Eclair),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD (dedicated slot),512 MB,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Accelerometer| compass,Removable Li-Po 1090 mAh battery,Soft-touch Black| Ceramic White and Pearl Red with 3 exchangeable battery covers,80,http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e400.jpg,,,
Acer,neoTouch P300,3.2 inches (~48.2% screen-to-body ratio),Microsoft Windows Mobile 6.5.3,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Accelerometer,Removable Li-Po 970 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/acer-p300.jpg,,,
Acer,beTouch E110,2.8 inches (~43.4% screen-to-body ratio),Android 1.5 (Cupcake),ST Ericsson PNX6715 416MHz,,,microSD (dedicated slot),256 MB,256 MB RAM,3.15 MP,No,Yes,Yes,,Removable Li-Ion 1500 mAh battery,Black| Dark Blue,70,http://cdn2.gsmarena.com/vv/bigpic/acer-e110.jpg,,,
Acer,Liquid,3.5 inches (~48.5% screen-to-body ratio),Android 1.6 (Donut),768 MHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black| White| Red,90,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-new.jpg,,,
Acer,neoTouch,3.8 inches (~55.0% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB ROM,256 MB RAM,5 MP| autofocus| LED flash| ,,Yes,Yes,Accelerometer| proximity,Removable Li-Po 1350 mAh battery,Black,210,http://cdn2.gsmarena.com/vv/bigpic/acer-neo-touch-new.jpg,,,
Acer,beTouch E200,3.0 inches (~43.5% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP,,Yes,No,,Removable Li-Ion 1140 mAh battery,Black| White,190,http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e200.jpg,,,
Acer,beTouch E100,3.2 inches (~46.1% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,2 MP,,Yes,No,,Removable Li-Ion 1140 mAh battery,Black,180,http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e100.jpg,,,
Acer,beTouch E101,3.2 inches (~46.1% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,2 MP,,Yes,No,,Removable Li-Ion 1140 mAh battery,Black,170,http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e101.jpg,,,
Acer,DX650,2.8 inches (~37.5% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,Samsung S3C 6410 533 MHz,,,microSD (dedicated slot),,,2 MP,No,Yes,No,Accelerometer,Removable Li-Ion 1260 mAh battery,Black,150,http://cdn2.gsmarena.com/vv/bigpic/acer-dx650.jpg,,,
Acer,M900,3.8 inches (~55.7% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),,,5 MP| autofocus| LED flash,VGA videocall camera,Yes,No,Fingerprint (front-mounted),Removable Li-Ion 1530 mAh battery,Black,250,http://cdn2.gsmarena.com/vv/bigpic/acer-m900.jpg,,,
Acer,F900,3.8 inches (~55.1% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,No,Yes,No,Accelerometer,Removable Li-Ion 1530 mAh battery,Black,210,http://cdn2.gsmarena.com/vv/bigpic/acer-f900.jpg,,,
Acer,X960,2.8 inches (~38.7% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD  up to 8 GB (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,VGA,Yes,No,,Removable Li-Po 1530 mAh battery,Black,270,http://cdn2.gsmarena.com/vv/bigpic/acer-x960.jpg,,,
Acer,DX900,2.8 inches (~37.9% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,VGA videocall camera,Yes,No,Accelerometer,Removable Li-Po 1530 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/acer-dx900.jpg,,,
alcatel,Flash (2017),5.5 inches (~72.5% screen-to-body ratio),Android 6.0 (Marshmallow),Deca-core (2x2.3 GHz Cortex-A72| 4x1.9 GHz Cortex-A53| 4x1.4 GHz Cortex-A53),Mediatek MT6797 Helio X20,Mali-T880MP4,microSD  up to 256 GB,32 GB,3 GB RAM,Dual 13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Dual 8 MP + 5 MP| f/2.0| autofocus| dual-LED (dual tone) flash,Yes,Yes,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3100 mAh battery,Titanium Grey,100,http://cdn2.gsmarena.com/vv/bigpic/alcatel-flash-1.jpg,,,
alcatel,U5,5.0 inches (~68.2% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A53,Mediatek MT6737M,Mali-T720MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,2 MP| LED flash,Yes,Yes,Accelerometer,Li-Ion 2050 mAh battery,Black| White,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-u5.jpg,,,
alcatel,A5 LED,5.2 inches (~70.8% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 32 GB,16 GB,2 GB RAM or 32 GB| 3 RAM,8 MP| f/2.0| autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Fingerprint (front-mounted| region dependent)| accelerometer| proximity| compass,Li-Ion 2800 mAh battery,Gray,200,http://cdn2.gsmarena.com/vv/bigpic/alcatel-a5-led.jpg,,,
alcatel,A3,5.0 inches (~68.8% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.25 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 32 GB,16 GB,1.5 GB RAM,13 MP| f/2.0| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Li-Ion 2460 mAh battery,White| Gray,70,http://cdn2.gsmarena.com/vv/bigpic/alcatel-a3.jpg,,,
alcatel,A3 XL,6.0 inches (~72.9% screen-to-body ratio),Android 7.0 (Nougat),Quad-core 1.1 GHz Cortex-A53,Mediatek MT8735B,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP| 720p,Yes,Yes,Fingerprint (rear-mounted)| accelerometer| proximity,Non-removable Li-Ion 3000 mAh battery,Sideral Gray/Silver|  White/Silver| White/Blue| White/Fuchsia| White/Yellow| Gold,120,http://cdn2.gsmarena.com/vv/bigpic/alcatel-a3-xl-.jpg,,,
alcatel,Shine Lite,5.0 inches (~68.4% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 2460 mAh battery,Satin Gold| Pure White| Prime Black,200,http://cdn2.gsmarena.com/vv/bigpic/alcatel-shine-lite.jpg,,,
alcatel,Pixi 4 Plus Power,5.5 inches (~70.1% screen-to-body ratio),Android OS,,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Accelerometer| proximity,Li-Ion 5000 mAh battery,Black| White| Blue| Orange| Green,190,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-plus-power.jpg,,,
alcatel,Fierce 4,5.5 inches (~71.8% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Accelerometer| proximity| compass,Non-removable Li-Ion 2500 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-fierce-4.jpg,,,
alcatel,X1,5.0 inches (~68.7% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8929 Snapdragon 415,Adreno 405,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash,"5 MP|  f/2.0| 1/4"" sensor size| 1.4 µm pixel size| LED flash",Yes,Yes,Accelerometer| proximity| compass,Non-removable Li-Po 2150 mAh battery,White| Black,250,http://cdn2.gsmarena.com/vv/bigpic/alcatel-x1.jpg,,,
alcatel,Pixi 4 (5),5.0 inches (~67.3% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Accelerometer,Removable Li-Ion 2000 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-5.jpg,,,
alcatel,Flash Plus 2,5.5 inches (~71.5% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM or 32 GB| 3 GB RAM,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Venus Gold| Luna Silver,140,http://cdn2.gsmarena.com/vv/bigpic/alcatel-flash-plus-2-.jpg,,,
alcatel,POP 7 LTE,7.0 inches (~65.3% screen-to-body ratio),Android 6.0.1 (Marshmallow),Quad-core 1.1 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP,2 MP,Yes with stereo speakers (4 speakers),Yes,,Non-removable Li-Ion 3240 mAh battery,White,130,http://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch-pop-7-lte.jpg,,,
alcatel,Pop 4S,5.5 inches (~71.3% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755M,,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Fingerprint (front-mounted)| accelerometer| proximity/ gyro| compass (optional),Removable Li-Ion 2960 mAh battery,Various,150,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4s.jpg,,,
alcatel,Pop 4+,5.5 inches (~71.7% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| f/2.0| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Accelerometer| proximity| compass (optional),Removable Li-Ion 2500 mAh battery,Various,110,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4-plus.jpg,,,
alcatel,Pop 4,5.0 inches (~68.6% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Accelerometer| proximity| compass (optional),Removable Li-Ion 2500 mAh battery,Various,80,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4-2016.jpg,,,
